Rank: 0, Name: Purveyor, Trophies: 1121
Rank: 1, Name: radiofreak, Trophies: 1100
Rank: 2, Name: kalak, Trophies: 1093
Rank: 3, Name: DiscordDo, Trophies: 1083
Rank: 4, Name: Tomitain, Trophies: 1052
Rank: 5, Name: Jnut, Trophies: 1022
Rank: 6, Name: Jnuts, Trophies: 1020
Rank: 7, Name: KaiBaka, Trophies: 1020
Rank: 8, Name: enominay, Trophies: 1014
Rank: 9, Name: Zandevon, Trophies: 1000
Rank: 10, Name: KitTiara, Trophies: 1000
Rank: 11, Name: ZEDevilions, Trophies: 1000
